ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Republican,11/8/2020 12:00:00 AM,$0.08,$0.15,$0.07,$0.12,143093
Democratic,11/8/2020 12:00:00 AM,$0.93,$0.94,$0.87,$0.89,235386
Republican,11/9/2020 12:00:00 AM,$0.12,$0.24,$0.10,$0.19,251128
Democratic,11/9/2020 12:00:00 AM,$0.89,$0.91,$0.80,$0.83,542135
Republican,11/10/2020 12:00:00 AM,$0.19,$0.21,$0.15,$0.16,111476
Democratic,11/10/2020 12:00:00 AM,$0.83,$0.88,$0.80,$0.87,349589
Republican,11/11/2020 12:00:00 AM,$0.16,$0.17,$0.12,$0.13,78833
Democratic,11/11/2020 12:00:00 AM,$0.87,$0.90,$0.84,$0.88,161411
Republican,11/12/2020 12:00:00 AM,$0.13,$0.14,$0.09,$0.12,81564
Democratic,11/12/2020 12:00:00 AM,$0.88,$0.92,$0.87,$0.88,140769
Republican,11/13/2020 12:00:00 AM,$0.12,$0.13,$0.09,$0.09,92118
Democratic,11/13/2020 12:00:00 AM,$0.88,$0.93,$0.87,$0.92,110770
Republican,11/14/2020 12:00:00 AM,$0.09,$0.11,$0.09,$0.11,25008
Democratic,11/14/2020 12:00:00 AM,$0.92,$0.92,$0.90,$0.91,68077
Republican,11/15/2020 12:00:00 AM,$0.11,$0.11,$0.09,$0.10,39161
Democratic,11/15/2020 12:00:00 AM,$0.91,$0.92,$0.89,$0.89,95013
Republican,11/16/2020 12:00:00 AM,$0.10,$0.14,$0.10,$0.11,42466
Democratic,11/16/2020 12:00:00 AM,$0.89,$0.90,$0.88,$0.89,56747
Republican,11/17/2020 12:00:00 AM,$0.11,$0.13,$0.09,$0.09,49923
Democratic,11/17/2020 12:00:00 AM,$0.89,$0.92,$0.88,$0.92,79899
Republican,11/18/2020 12:00:00 AM,$0.09,$0.12,$0.09,$0.11,49704
Democratic,11/18/2020 12:00:00 AM,$0.92,$0.92,$0.89,$0.90,80734
Republican,11/19/2020 12:00:00 AM,$0.11,$0.17,$0.11,$0.13,72379
Democratic,11/19/2020 12:00:00 AM,$0.90,$0.90,$0.85,$0.87,99109
Republican,11/20/2020 12:00:00 AM,$0.13,$0.15,$0.12,$0.12,41981
Democratic,11/20/2020 12:00:00 AM,$0.87,$0.89,$0.86,$0.89,70439
Republican,11/21/2020 12:00:00 AM,$0.12,$0.14,$0.12,$0.13,30260
